Index	Mass	RT	ParentCompound	ParentCompoundSmiles	GoodFilter	FilterNoisyT0	FilterNoisyT12	FilterDifferentMassDefect	FilterLikelyDrugFragment	FilterLikelyDrugMetaboliteFragment	PotentialFragments	IonSpectrum	LeadingMZ	DrugMassFlag	DrugMassDelta	MassDiff	DrugConsumedFlag	NumberOfDrugs	NumberOfIncreasedT12vsT0
3470	391.167	3.987	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	0	0	0	1	1		(392.1749, 10975.5)(393.1798, 3754.79)(394.1852, 1495.62)	392.175	0	68.037	68.037	1	1	0
3481	391.824	0.466	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	0	1	0	0		(414.8129, 13443.42)(392.8291, 2505.71)(822.6109, 716.25)(430.7868, 8727.52)(784.654, 1582.58)	414.813	0	68.693	68.693	1	1	0
3697	407.077	3.958	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	0	0	0	1	1		(408.0851, 12810.7)(409.088, 2800.14)(410.0833, 1363.82)	408.085	0	83.947	83.947	1	1	0
3698	407.082	3.903	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	0	0	0	1	1		(408.0896, 12295.55)(409.0925, 2544.97)(410.0889, 1003.83)(815.1782, 538.34)(816.195, 469.57)	408.09	0	83.952	83.952	1	1	1
3891	421.207	4.425	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	1	0	0	0		(422.2145, 12937.1)(423.2181, 3412.63)(424.2251, 1235.58)	422.214	0	98.077	98.077	1	1	0
3910	423.055	3.961	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	0	0	0	1	1		(424.0625, 6891.16)(425.0637, 2122.36)(426.062, 3484.32)(427.0644, 1085.95)(428.0577, 1576.51)	424.063	0	99.925	99.925	1	1	1
4083	434.684	3.419	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	0	1	0	0		(435.6918, 8874.33)(436.6908, 4026.58)(437.69, 2411.8)(870.3786, 1139.68)(871.3768, 865.09)(872.3702, 683.44)	435.692	0	111.554	111.554	1	1	0
4137	439.713	1.838	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	0	0	1	0	0		(440.7209, 11296.87)(441.738, 4584.81)	440.721	0	116.582	116.582	1	1	0
4183	442.745	2.154	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	1	1	0	0		(443.7534, 6395.93)(444.7451, 2756.83)(445.7418, 1705.2)(924.4492, 476.26)	443.753	0	119.615	119.615	1	1	0
4414	463.128	2.171	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	0	1	0	0	0		(486.1203, 864.08)(464.1351, 8908.44)(465.1267, 5897.7)(466.1288, 984.32)	464.135	0	139.997	139.997	1	1	2
4479	468.86	0.397	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	1	1	0	0		(469.8675, 14549.91)(470.8737, 2103.43)(471.8606, 5446.46)(938.7374, 952.2)	469.868	0	145.73	145.73	1	2	0
4618	482.14	0.757	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	1	0	0	0		(505.1264, 419.71)(483.1478, 7059.33)(484.1504, 1640.17)(485.1533, 712.82)(521.0972, 615.88)	483.148	0	159.01	159.01	1	1	0
4669	486.247	3.437	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	1	0	0	0		(509.2361, 3256.66)(510.2417, 1623.71)(995.4814, 1472.7)(996.4884, 1005.89)(487.2546, 6290.65)(488.2458, 2932.48)(525.2056, 966.78)	487.255	0	163.117	163.117	1	1	10
4720	489.613	3.954	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	1	1	1	1		(512.5993, 881.26)(490.6201, 6654.46)(491.6158, 1377.56)(492.605, 3606.02)	490.62	0	166.482	166.482	1	1	0
4721	489.731	2.805	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	1	1	0	0		(490.7331, 5821.83)(491.7293, 4782.42)(980.4739, 1423.15)(981.4776, 1138.17)	490.733	0	166.601	166.601	1	1	0
5082	529.714	2.918	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	0	1	1	0	0		(530.7211, 12296.62)(531.7354, 5791.67)	530.721	0	206.583	206.583	1	1	0
5130	536.009	0.659	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	1	0	0	0	0	0		(537.0158, 2373.67)(538.0334, 1266.51)(539.015, 20129.25)	539.015	0	212.878	212.878	1	1	0
5217	546.207	1.287	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	1	0	0	0	0	0		(547.2145, 18323.32)(548.2176, 5556.54)	547.215	0	223.077	223.077	1	1	0
5367	569.597	1.829	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	1	1	0	0		(570.6026, 6872.2)(571.6129, 2517.94)(572.6114, 6041.52)(573.6233, 2310.16)(574.6225, 812.58)(608.5552, 560.91)	570.603	0	246.467	246.467	1	1	0
5436	578.74	2.962	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	0	1	1	0	0		(579.7473, 6795.68)(580.7523, 5219.23)(581.752, 2862.05)	579.747	0	255.61	255.61	1	1	0
5461	581.35	4.336	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	1	1	0	0		(582.3569, 9210.15)(583.3582, 1353.45)	582.357	0	258.22	258.22	1	2	0
5475	582.38	3.95	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	0	0	1	1	1		(583.3876, 12721.57)(584.3892, 5083.57)(585.3895, 1594.78)	583.388	0	259.25	259.25	1	1	1
5937	659.699	4.551	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	0	1	0	0		(660.7074, 10061.37)(661.7085, 3440.92)(662.7078, 2753.39)(663.7035, 598.98)	660.707	0	336.569	336.569	1	1	0
5948	662.074	4.371	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	1	0	0	0		(685.0644, 811.33)(686.0609, 439.63)(687.0724, 463.59)(663.0817, 8554.83)(664.0834, 2514.48)(665.0662, 6237.2)(666.0592, 1024.37)(667.0732, 2041.52)	663.082	0	338.943	338.943	1	1	0
6085	702.409	4.573	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	0	0	1	0	0		(703.416, 7852.73)(704.4387, 7199.21)(705.436, 3471.39)	703.416	0	379.278	379.278	1	1	0
6109	710.106	4.737	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	0	1	0	0	0		(711.1137, 6146.2)(712.0988, 2405.11)(713.0983, 719.79)	711.114	0	386.976	386.976	1	1	0
6375	814.455	1.372	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	1	1	0	0		(815.4621, 5703.02)(816.4643, 2157.84)(817.4634, 641.62)	815.462	0	491.324	491.324	1	1	0
6393	824.968	4.479	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	1	0	1	0	0		(825.9758, 7989.94)(826.9781, 2410.4)(827.9534, 3343.51)(828.9561, 1649.52)(829.9671, 2793.23)	825.976	0	501.838	501.838	1	1	0
6409	832.248	0.701	GLICLAZIDE	Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1	0	0	1	0	0	0		(855.2396, 454.65)(871.2075, 952.5)(872.2114, 514.31)(833.2558, 17653.05)(834.2572, 6342.64)(835.2591, 1837.93)(836.2618, 208.64)	833.256	0	509.118	509.118	1	2	0
296	154.064	2.753	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(177.0544, 10475.72)(178.0643, 1225.84)(155.071, 19543.76)(156.0753, 3896.02)(157.0758, 1813.94)	155.071	0	-291.115	-291.115	1	1	7
526	179.095	4.982	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(180.1023, 20655.45)(181.0994, 2225.91)(182.0915, 1745.85)	180.102	0	-266.083	-266.083	1	1	3
636	188.084	3.809	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(189.0909, 5605.68)(190.0949, 1198.9)(191.0811, 634.45)	189.091	0	-257.095	-257.095	1	1	0
993	223.108	4.141	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(224.1157, 6655.72)(225.1137, 1228.65)(226.1099, 2104.19)	224.116	0	-222.07	-222.07	1	1	1
1212	242.065	3.95	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	0	1	1		(243.0723, 6673.85)(244.0697, 873.8)(245.0782, 752.32)	243.072	0	-203.113	-203.113	1	1	0
1262	245.047	0.81	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(268.0396, 661.91)(246.0544, 5497.79)(247.0545, 617.9)	246.054	0	-200.131	-200.131	1	1	0
1858	290.899	0.467	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	1	0	0		(291.9056, 8418.79)(292.8971, 560.49)(293.9058, 891.55)	291.906	0	-154.279	-154.279	1	1	0
2029	303.061	3.973	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	0	1	1		(304.0741, 9311.46)(305.0775, 2558.3)(306.068, 975.14)	304.074	0	-142.117	-142.117	1	1	0
2030	303.067	3.95	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	0	1	1		(304.0744, 6741.23)(305.0771, 1522.76)(306.0716, 743.59)	304.074	0	-142.111	-142.111	1	1	0
2309	320.095	3.921	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	0	1	1		(343.0861, 414.21)(321.1019, 196956.95)(322.1044, 28873.87)(323.1005, 8141.99)(324.1013, 1419.22)	321.102	0	-125.084	-125.084	1	1	0
2349	321.854	1.445	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	1	0	0		(322.8616, 5928.65)(323.8695, 2790.72)(324.8609, 1050.79)	322.862	0	-123.324	-123.324	1	1	0
2686	341.221	4.702	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(364.2092, 2427.9)(365.2222, 891.96)(342.2261, 6333.98)(343.2291, 1876.03)	342.226	0	-103.958	-103.958	1	1	1
2774	346.073	3.95	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	0	1	1		(369.0628, 2955.07)(370.067, 882.52)(371.0634, 386.31)(347.0804, 58668.24)(348.0836, 11076.25)(349.0796, 3577.19)(350.0845, 870.31)(385.0361, 398.96)	347.08	0	-99.105	-99.105	1	1	0
2962	357.412	1.385	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	1	0	0		(358.421, 5874.01)(359.4281, 2540.49)	358.421	0	-87.767	-87.767	1	1	1
3421	388.196	0.806	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(389.2032, 35275.63)(390.2044, 11952.33)(391.2125, 10561.97)(392.2198, 2137.74)(427.1586, 1278.65)	389.203	0	-56.982	-56.982	1	1	2
3535	394.247	4.603	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(395.2534, 22820.9)(396.2532, 7341.75)(397.2501, 2241.28)	395.253	0	-50.932	-50.932	1	1	2
3769	413.12	4.136	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(414.1275, 12517.22)(415.1274, 6797.52)(416.1263, 3087.56)	414.127	0	-32.058	-32.058	1	2	2
4188	443.169	4.985	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	1	0	0	0	0	0		(444.177, 8229.39)(445.1818, 1940.75)(446.1781, 1381.07)	444.177	0	-2.009	-2.009	1	1	1
4208	445.179	3.95	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	1	0	0	0	0	0	[[1212],242.065,3.950][[2029],303.061,3.973][[2030],303.067,3.950][[2309],320.095,3.921][[2774],346.073,3.950][[4823],499.094,3.961][[4825],499.097,3.951][[4944],513.215,3.966][[5074],529.130,3.961][[5169],540.278,3.953][[5196],543.956,4.039][[5206],544.786,3.942][[5493],586.333,3.995][[5644],606.834,3.965][[6311],780.394,3.996][[6405],827.456,4.040][[6568],99.105,3.960]	(468.1678, 250358.17)(469.1701, 55827.54)(470.1677, 14023.36)(471.1682, 3329.99)(472.1697, 449.46)(913.3452, 2216.08)(914.348, 1107.53)(915.3441, 749.4)(446.1862, 947560.0)(447.1893, 217484.88)(448.1874, 52543.82)(449.1875, 10107.33)(450.1897, 1761.04)(484.1395, 11673.84)(485.1425, 3178.8)(486.1395, 1776.03)(487.1388, 339.07)(891.3645, 1236.26)(892.3669, 628.78)	446.186	1	0.0	0.0	1	1	0
4264	449.753	4.037	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	1	0	0		(900.5062, 628.88)(901.5063, 543.9)(450.7603, 26414.38)(451.7624, 3671.32)	450.76	0	4.575	4.575	1	1	0
4306	452.286	5.48	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	1	0	0	0		(475.2765, 1377.13)(453.2929, 23005.7)(454.3008, 6287.73)	453.293	0	7.107	7.107	1	1	0
4340	455.751	4.073	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	0	1	0	0		(912.5069, 535.67)(456.7589, 5468.36)(457.7572, 1281.13)(458.7468, 1214.82)	456.759	0	10.573	10.573	1	1	0
4375	458.299	4.938	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	1	0	0	0		(939.5817, 533.92)(940.5819, 518.79)(459.3063, 17569.71)(460.3117, 6423.56)(461.3231, 804.94)	459.306	0	13.12	13.12	1	1	0
4786	495.262	3.207	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(496.2693, 12159.78)(497.2643, 5673.13)	496.269	0	50.084	50.084	1	1	1
4823	499.094	3.961	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	0	1	1		(500.1017, 7600.93)(501.1032, 2224.63)(502.1027, 4014.92)(503.1027, 1119.89)(504.0996, 1685.23)(538.0622, 977.62)(999.2028, 518.82)	500.102	0	53.916	53.915	1	1	0
4825	499.097	3.951	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	0	1	1		(500.105, 8631.23)(501.1069, 2878.64)(502.1042, 3208.87)(503.1065, 1230.15)(504.0999, 1220.22)	500.105	0	53.919	53.919	1	1	1
4833	499.767	4.131	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	0	1	0	0		(500.7736, 6172.58)(501.7736, 1712.58)(502.7673, 3181.13)	500.774	0	54.588	54.588	1	2	0
4913	509.293	4.452	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(510.2997, 5632.23)(511.3004, 1566.97)(512.2997, 734.1)	510.3	0	64.114	64.114	1	1	0
4944	513.215	3.966	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	0	1	1		(514.2225, 9180.65)(515.2256, 2714.83)(516.2234, 1232.11)	514.222	0	68.037	68.037	1	1	0
4979	516.618	4.232	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	1	0	0		(517.6251, 7331.51)(518.6405, 2389.0)(519.6136, 6402.41)(520.6131, 275.53)(521.6234, 6477.65)(522.635, 1735.3)(523.6141, 5212.43)	517.625	0	71.439	71.439	1	1	0
5034	523.8	4.189	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	1	0	0		(562.7756, 511.0)(524.8075, 11442.64)(525.8101, 3057.27)(526.814, 1580.13)	524.808	0	78.622	78.622	1	1	0
5054	526.241	0.526	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(549.2282, 3646.58)(565.2034, 1961.28)(527.2485, 9084.76)(528.2627, 3739.61)(529.2395, 3080.29)	527.249	0	81.063	81.063	1	1	0
5074	529.13	3.961	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	0	1	1		(530.1376, 6202.43)(531.1331, 2272.61)(532.1333, 1081.68)(533.1334, 357.4)	530.138	0	83.952	83.952	1	1	0
5080	529.29	4.427	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(530.2975, 8822.59)(531.3003, 2577.04)	530.298	0	84.112	84.112	1	1	0
5169	540.278	3.953	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	1	0	1	1		(541.2848, 6702.83)(542.2861, 1984.82)(543.2723, 8425.52)(544.2779, 499.32)	543.272	0	95.099	95.099	1	1	0
5196	543.956	4.039	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	0	1	1	1		(544.9631, 5149.43)(545.9655, 2039.82)(546.9666, 390.33)	544.963	0	98.778	98.778	1	1	0
5206	544.786	3.942	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	0	1	1	1		(545.7934, 8049.19)(546.7943, 1970.05)(547.8052, 698.46)	545.793	0	99.608	99.608	1	1	0
5493	586.333	3.995	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	1	1		(609.3181, 1177.67)(587.3398, 7231.16)(588.3335, 2397.83)	587.34	0	141.155	141.155	1	1	0
5570	595.644	4.228	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	1	0	0		(634.6166, 538.77)(596.6508, 13354.62)(597.6618, 3642.0)	596.651	0	150.465	150.465	1	1	0
5594	599.346	4.511	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(622.3352, 2090.5)(623.3443, 978.56)(624.3322, 1615.13)(600.3534, 12669.25)(601.353, 3705.08)(602.337, 13810.44)(603.3442, 4852.83)(604.331, 2326.35)	602.337	0	154.168	154.168	1	1	0
5637	605.306	3.79	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	1	0	0	0		(628.2932, 1266.97)(606.3136, 6333.06)(607.3224, 4195.1)	606.314	0	160.128	160.128	1	1	0
5644	606.834	3.965	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	1	1	1		(607.8415, 15351.51)(608.8425, 3152.85)	607.841	0	161.656	161.656	1	1	0
5762	629.031	4.527	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(652.023, 1693.38)(630.0387, 8837.36)(631.0421, 2203.12)(632.023, 6273.63)	630.039	0	183.853	183.853	1	1	0
5789	632.88	4.119	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	1	0	0		(633.8903, 10521.88)(634.8901, 1550.52)	633.89	0	187.701	187.701	1	2	0
5856	643.373	4.536	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(666.3613, 1626.65)(667.3621, 662.31)(668.3551, 1521.64)(644.38, 15365.3)(645.3811, 4919.12)(646.3634, 15946.55)(647.3673, 5514.06)(648.358, 3780.36)	646.363	0	198.194	198.194	1	1	1
5860	645.007	3.46	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(668.0009, 738.67)(646.0148, 25640.07)(647.0003, 4653.38)(648.0184, 5559.52)(649.013, 729.39)(650.0089, 764.94)(683.9633, 558.8)	646.015	0	199.829	199.829	1	1	2
5927	658.048	4.54	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	0	0	0	0		(659.0549, 12982.7)(660.0574, 4431.31)(661.0389, 13822.51)(662.0438, 5204.94)(663.0344, 3463.99)	661.039	0	212.869	212.869	1	1	1
5989	672.723	4.551	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	0	1	0	0		(695.708, 1435.73)(696.7022, 720.5)(697.7055, 827.18)(673.7306, 9613.19)(674.7336, 3203.08)(675.7141, 10268.02)(676.7191, 4333.24)(677.7086, 2563.96)	675.714	0	227.544	227.544	1	1	0
6042	687.399	4.558	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	0	1	0	0		(710.3909, 1470.73)(711.3797, 692.04)(688.406, 7488.2)(689.4079, 2765.28)(690.3902, 8978.84)(691.393, 3390.83)(692.3886, 1503.74)	690.39	0	242.221	242.221	1	2	0
6247	756.335	3.593	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	0	0	0		(757.3417, 5453.33)(758.3429, 2977.67)	757.342	0	311.157	311.157	1	1	0
6289	773.857	0.381	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	1	1	1	0	0		(774.8629, 5891.0)(775.8683, 1636.77)(776.8536, 2796.37)(777.868, 693.3)(812.8146, 1451.44)(813.7986, 1199.78)	774.863	0	328.678	328.678	1	1	0
6311	780.394	3.996	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	1	1	1		(781.4015, 6392.72)(782.406, 1801.24)(783.425, 1060.97)	781.402	0	335.216	335.216	1	1	0
6405	827.456	4.04	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	1	1	1	1		(850.4633, 541.75)(828.4616, 10266.31)(829.4626, 2251.06)(830.4467, 744.62)	828.462	0	382.278	382.278	1	1	0
6458	860.462	4.074	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	1	1	0	0		(861.4688, 10868.01)(862.4736, 4088.72)(863.475, 960.13)	861.469	0	415.283	415.283	1	1	0
6535	926.505	4.078	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	1	0	0		(965.4706, 455.01)(927.5127, 14656.54)(928.5156, 6689.86)(929.5173, 1903.57)	927.513	0	481.327	481.327	1	1	0
6568	99.105	3.96	GLIPIZIDE	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1	0	0	0	0	1	1		(100.1119, 17915.01)(101.1153, 1252.76)	100.112	0	-346.074	-346.074	1	1	0
371	164.047	3.813	GRISEOFULVIN	COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O	0	0	0	0	1	1		(165.0547, 22814.25)(166.0577, 3770.4)(167.0464, 1233.93)	165.055	0	-188.024	-188.024	1	1	0
525	179.095	4.685	GRISEOFULVIN	COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O	0	1	0	0	0	0		(180.1024, 8999.25)(181.0983, 2208.24)(182.09, 634.73)	180.102	0	-172.976	-172.976	1	1	1
